Report Title
ROOM_009 Apt Living,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,7/21 15:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,85.8,°F,/,70.4,°F,/,91.8,gr/lb,,Outside,DB / WB / HR,,6.6,°F,/,4.0,°F,/,3.4,gr/lb
,Room,DB / RH / HR,,75.0,°F,/,49.7,%,/,67.2,gr/lb,,Room,DB / RH / HR,,70.0,°F,/,3.4,%,/,3.8,gr/lb
,Supply Air Dry Bulb Temp,,,55.0,°F,,,,,,,,Supply Air Dry Bulb Temp,,,95.0,°F,,,,,,,Cooling Airflows
Service Water,,,0,0,,0,,,0,,0.0,Service Water,,,0,0,,0,,,0,,0.0,Window,0
HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,Door,0
Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0
Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Wall,261
Time Delay Correction,,,0,-4,,0,,,-4,,-0.1,Time Delay Correction,,,0,-6,,0,,,-6,,0.3,Below-Grade Wall,0
Grand Total,,,"2,016","2,076",,318,,,"4,411",,100.0,Grand Total,,,-764,"-1,247",,0,,,"-2,028",,100.0,Other Wall,261
RA Sensible (Lights),,,558,0,,0,,,558,,-,RA Sensible (Lights),,,0,0,,0,,,0,,-,Partition,"1,127"
,,,,,,,,,,,,,,,,,,,,,,,,Exterior Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Internal Floor,530
,,,,,,,,,,,,,,,,,,,,,,,,Slab,94
Engineering Checks For Cooling,,,,,,,,,,,,Engineering Checks For Heating,,,,,,,,,,,,Other Floor,530
Cooling tons,,0.37,,No People(max),,,,,2.00,,,Heating Mbh,,-2.03,,No People(max),,,,,2.00
%OA,,23,,People per 1000 ft²,,,,,3,,,%OA,,23,,People per 1000 ft²,,,,,3
cfm/ft²,,0.33,,Volume (ft³),,,,,"6,190.3",,,cfm/ft²,,0.13,,Volume (ft³),,,,,"6,190.3"
cfm/ton,,528.65,,,,,,,,,,cfm/Mbh,,-95.85
ft²/ton,,"1,578.63",,,,,,,,,,ft²/Mbh,,-286.15
Btu/h-ft²,,7.60,,,,,,,,,,Btu/h-ft²,,-3.49
ROOM_009A Apt Bed,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,7/21 22:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,72.9,°F,/,66.5,°F,/,91.7,gr/lb,,Outside,DB / WB / HR,,6.6,°F,/,4.0,°F,/,3.4,gr/lb
,Room,DB / RH / HR,,75.0,°F,/,52.3,%,/,70.9,gr/lb,,Room,DB / RH / HR,,70.0,°F,/,3.4,%,/,3.8,gr/lb
,Supply Air Dry Bulb Temp,,,55.0,°F,,,,,,,,Supply Air Dry Bulb Temp,,,95.0,°F,,,,,,,Cooling Airflows
,,,,,,,,,,,,,,,,,,,,,,,,Main Fan cfm,56
,,,,Time,,,,,,,Percent,,,,,Time,,,,,,,Percent,Cooling ACH,2.83
,,,Instant,Delay,,,,,,,of,,,,Instant,Delay,,,,,,,of,Sec Fan cfm,0
,,,Sensible,Sensible,,Latent,,,Total,,Total,,,,Sensible,Sensible,,Latent,,,Total,,Total,Input Ventilation cfm,17
,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),Calculated Ventilation cfm,,17
Roof,,,0,0,,0,,,0,,0.0,Roof,,,0,0,,0,,,0,,0.0,Calculated Ventilation ACH,,0.86
Other Roof,,,0,0,,0,,,0,,0.0,Other Roof,,,0,0,,0,,,0,,0.0,Infiltration cfm,3
Glass,,,0,0,,0,,,0,,0.0,Glass,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Door,,,0,0,,0,,,0,,0.0,Door,,,0,0,,0,,,0,,0.0
Wall,,,0,119,,0,,,119,,7.9,Wall,,,0,-521,,0,,,-521,,74.3,Heating Airflows
Below-Grade Wall,,,0,0,,0,,,0,,0.0,Below-Grade Wall,,,0,0,,0,,,0,,0.0
Other Wall,,,0,0,,0,,,0,,0.0,Other Wall,,,0,0,,0,,,0,,0.0,Main Fan cfm,56
Partition,,,0,2,,0,,,2,,0.1,Partition,,,0,17,,0,,,17,,-2.4,Heating ACH,2.83
Exterior Floor,,,0,0,,0,,,0,,0.0,Exterior Floor,,,0,0,,0,,,0,,0.0,Sec Fan cfm,0
Interior Floor,,,0,-13,,0,,,-13,,-0.9,Interior Floor,,,0,20,,0,,,20,,-2.9,Input Ventilation cfm,17
Slab,,,0,1,,0,,,1,,0.0,Slab,,,0,-89,,0,,,-89,,12.7
Other Floor,,,0,0,,0,,,0,,0.0,Other Floor,,,0,0,,0,,,0,,0.0,Calculated Ventilation cfm,,17
Infiltration,,,-6,0,,35,,,29,,2.0,Infiltration,,,-191,0,,0,,,-192,,27.4,Calculated Ventilation ACH,,0.86
Envelope Subtotal,,,-6,108,,35,,,138,,-,Envelope Subtotal,,,-191,-573,,0,,,-765,,-,Infiltration cfm,3
People,,,196,241,,310,,,747,,49.6,People,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Lights,,,93,119,,0,,,212,,14.1,Lights,,,0,0,,0,,,0,,0.0
Miscellaneous Loads,,,228,125,,0,,,353,,23.4,Miscellaneous Loads,,,0,0,,0,,,0,,0.0,Areas
Internal Subtotal,,,517,485,,310,,,"1,312",,-,Internal Subtotal,,,0,0,,0,,,0,,-, ft²
RA (All Other),,,0,0,,0,,,0,,0.0,RA (All Other),,,0,0,,0,,,0,,0.0,Roof,0
DOA Direct to Room,,,0,0,,-116,,,-116,,-7.7,DOA Direct to Room,,,86,0,,0,,,82,,-11.6
Ceiling,,,0,68,,0,,,68,,4.5,Ceiling,,,0,-16,,0,,,-16,,2.2,Other Roof,0
Refrigeration,,,0,0,,0,,,0,,0.0,Refrigeration,,,0,0,,0,,,0,,0.0,Ceiling,126
Service Water,,,0,0,,0,,,0,,0.0,Service Water,,,0,0,,0,,,0,,0.0,Window,0
HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,HVAC Equipment Losses,,,0,0,,0,,,0,,0.0
Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Door,0
Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Wall,135
Time Delay Correction,,,0,-2,,0,,,-2,,-0.1,Time Delay Correction,,,0,-3,,0,,,-3,,0.4,Below-Grade Wall,0
Grand Total,,,512,659,,229,,,"1,400",,100.0,Grand Total,,,-105,-592,,0,,,-702,,100.0,Other Wall,135
RA Sensible (Lights),,,107,0,,0,,,107,,-,RA Sensible (Lights),,,0,0,,0,,,0,,-,Partition,347
,,,,,,,,,,,,,,,,,,,,,,,,Exterior Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Internal Floor,78
,,,,,,,,,,,,,,,,,,,,,,,,Slab,49
Engineering Checks For Cooling,,,,,,,,,,,,Engineering Checks For Heating,,,,,,,,,,,,Other Floor,78
Cooling tons,,0.12,,No People(max),,,,,2.00,,,Heating Mbh,,-0.70,,No People(max),,,,,2.00
%OA,,30,,People per 1000 ft²,,,,,18,,,%OA,,30,,People per 1000 ft²,,,,,18
cfm/ft²,,0.50,,Volume (ft³),,,,,"1,188.3",,,cfm/ft²,,0.24,,Volume (ft³),,,,,"1,188.3"
cfm/ton,,476.81,,,,,,,,,,cfm/Mbh,,-79.25
ft²/ton,,955.31,,,,,,,,,,ft²/Mbh,,-158.76
Btu/h-ft²,,12.56,,,,,,,,,,Btu/h-ft²,,-6.30
ROOM_009B Apt Bed,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,7/21 21:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,74.6,°F,/,67.0,°F,/,91.7,gr/lb,,Outside,DB / WB / HR,,6.6,°F,/,4.0,°F,/,3.4,gr/lb
,Room,DB / RH / HR,,75.0,°F,/,51.5,%,/,69.7,gr/lb,,Room,DB / RH / HR,,70.0,°F,/,3.5,%,/,3.9,gr/lb
,Supply Air Dry Bulb Temp,,,55.0,°F,,,,,,,,Supply Air Dry Bulb Temp,,,95.0,°F,,,,,,,Cooling Airflows
,,,,,,,,,,,,,,,,,,,,,,,,Main Fan cfm,72
,,,,Time,,,,,,,Percent,,,,,Time,,,,,,,Percent,Cooling ACH,2.48
,,,Instant,Delay,,,,,,,of,,,,Instant,Delay,,,,,,,of,Sec Fan cfm,0
,,,Sensible,Sensible,,Latent,,,Total,,Total,,,,Sensible,Sensible,,Latent,,,Total,,Total,Input Ventilation cfm,20
,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),Calculated Ventilation cfm,,20
Roof,,,0,0,,0,,,0,,0.0,Roof,,,0,0,,0,,,0,,0.0,Calculated Ventilation ACH,,0.69
Other Roof,,,0,0,,0,,,0,,0.0,Other Roof,,,0,0,,0,,,0,,0.0,Infiltration cfm,4
Glass,,,0,0,,0,,,0,,0.0,Glass,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Door,,,0,0,,0,,,0,,0.0,Door,,,0,0,,0,,,0,,0.0
Wall,,,0,254,,0,,,254,,13.2,Wall,,,0,"-1,088",,0,,,"-1,088",,72.6,Heating Airflows
Below-Grade Wall,,,0,0,,0,,,0,,0.0,Below-Grade Wall,,,0,0,,0,,,0,,0.0
Other Wall,,,0,0,,0,,,0,,0.0,Other Wall,,,0,0,,0,,,0,,0.0,Main Fan cfm,72
Partition,,,0,-11,,0,,,-11,,-0.6,Partition,,,0,111,,0,,,111,,-7.4,Heating ACH,2.48
Exterior Floor,,,0,0,,0,,,0,,0.0,Exterior Floor,,,0,0,,0,,,0,,0.0,Sec Fan cfm,0
Interior Floor,,,0,0,,0,,,0,,0.0,Interior Floor,,,0,0,,0,,,0,,0.0,Input Ventilation cfm,20
Slab,,,0,20,,0,,,20,,1.1,Slab,,,0,-302,,0,,,-302,,20.2
Other Floor,,,0,0,,0,,,0,,0.0,Other Floor,,,0,0,,0,,,0,,0.0,Calculated Ventilation cfm,,20
Infiltration,,,-2,0,,54,,,52,,2.7,Infiltration,,,-280,0,,0,,,-282,,18.8,Calculated Ventilation ACH,,0.69
Envelope Subtotal,,,-2,263,,54,,,316,,-,Envelope Subtotal,,,-280,"-1,280",,0,,,"-1,561",,-,Infiltration cfm,4
People,,,196,196,,310,,,702,,36.5,People,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Lights,,,137,142,,0,,,279,,14.5,Lights,,,0,0,,0,,,0,,0.0
Miscellaneous Loads,,,334,148,,0,,,482,,25.1,Miscellaneous Loads,,,0,0,,0,,,0,,0.0,Areas
Internal Subtotal,,,667,486,,310,,,"1,463",,-,Internal Subtotal,,,0,0,,0,,,0,,-, ft²
RA (All Other),,,0,0,,0,,,0,,0.0,RA (All Other),,,0,0,,0,,,0,,0.0
DOA Direct to Room,,,0,0,,-123,,,-123,,-6.4,DOA Direct to Room,,,103,0,,0,,,96,,-6.4,Roof,0
Ceiling,,,0,109,,0,,,109,,5.7,Ceiling,,,0,-30,,0,,,-30,,2.0,Other Roof,0
Refrigeration,,,0,0,,0,,,0,,0.0,Refrigeration,,,0,0,,0,,,0,,0.0,Ceiling,181
Service Water,,,0,0,,0,,,0,,0.0,Service Water,,,0,0,,0,,,0,,0.0,Window,0
HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,Door,0
Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0
Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Wall,288
Time Delay Correction,,,0,-2,,0,,,-2,,-0.1,Time Delay Correction,,,0,-4,,0,,,-4,,0.3,Below-Grade Wall,0
Grand Total,,,665,856,,241,,,"1,763",,100.0,Grand Total,,,-178,"-1,314",,0,,,"-1,500",,100.0,Other Wall,288
RA Sensible (Lights),,,157,0,,0,,,157,,-,RA Sensible (Lights),,,0,0,,0,,,0,,-,Partition,288
,,,,,,,,,,,,,,,,,,,,,,,,Exterior Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Internal Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Slab,181
Engineering Checks For Cooling,,,,,,,,,,,,Engineering Checks For Heating,,,,,,,,,,,,Other Floor,0
Cooling tons,,0.15,,No People(max),,,,,2.00,,,Heating Mbh,,-1.50,,No People(max),,,,,2.00
%OA,,27,,People per 1000 ft²,,,,,12,,,%OA,,27,,People per 1000 ft²,,,,,12
cfm/ft²,,0.44,,Volume (ft³),,,,,"1,741.4",,,cfm/ft²,,0.35,,Volume (ft³),,,,,"1,741.4"
cfm/ton,,491.89,,,,,,,,,,cfm/Mbh,,-48.20
ft²/ton,,"1,110.75",,,,,,,,,,ft²/Mbh,,-108.83
Btu/h-ft²,,10.80,,,,,,,,,,Btu/h-ft²,,-9.19
ROOM_009B.1 Apt Closet,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,7/21 20:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,76.3,°F,/,67.5,°F,/,91.7,gr/lb,,Outside,DB / WB / HR,,6.6,°F,/,4.0,°F,/,3.4,gr/lb
,Room,DB / RH / HR,,75.0,°F,/,47.4,%,/,64.1,gr/lb,,Room,DB / RH / HR,,70.0,°F,/,3.6,%,/,4.0,gr/lb
,Supply Air Dry Bulb Temp,,,55.0,°F,,,,,,,,Supply Air Dry Bulb Temp,,,95.0,°F,,,,,,,Cooling Airflows
,,,,,,,,,,,,,,,,,,,,,,,,Main Fan cfm,16
,,,,Time,,,,,,,Percent,,,,,Time,,,,,,,Percent,Cooling ACH,1.91
,,,Instant,Delay,,,,,,,of,,,,Instant,Delay,,,,,,,of,Sec Fan cfm,0
,,,Sensible,Sensible,,Latent,,,Total,,Total,,,,Sensible,Sensible,,Latent,,,Total,,Total,Input Ventilation cfm,3
,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),Calculated Ventilation cfm,,3
Roof,,,0,0,,0,,,0,,0.0,Roof,,,0,0,,0,,,0,,0.0,Calculated Ventilation ACH,,0.36
Other Roof,,,0,0,,0,,,0,,0.0,Other Roof,,,0,0,,0,,,0,,0.0,Infiltration cfm,0
Glass,,,0,0,,0,,,0,,0.0,Glass,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Door,,,0,0,,0,,,0,,0.0,Door,,,0,0,,0,,,0,,0.0
Wall,,,0,66,,0,,,66,,20.8,Wall,,,0,-338,,0,,,-338,,80.8,Heating Airflows
Below-Grade Wall,,,0,0,,0,,,0,,0.0,Below-Grade Wall,,,0,0,,0,,,0,,0.0
Other Wall,,,0,0,,0,,,0,,0.0,Other Wall,,,0,0,,0,,,0,,0.0,Main Fan cfm,16
Partition,,,0,33,,0,,,33,,10.4,Partition,,,0,28,,0,,,28,,-6.8,Heating ACH,1.91
Exterior Floor,,,0,0,,0,,,0,,0.0,Exterior Floor,,,0,0,,0,,,0,,0.0,Sec Fan cfm,0
Interior Floor,,,0,0,,0,,,0,,0.0,Interior Floor,,,0,0,,0,,,0,,0.0,Input Ventilation cfm,3
Slab,,,0,0,,0,,,0,,0.1,Slab,,,0,-101,,0,,,-101,,24.3
Other Floor,,,0,0,,0,,,0,,0.0,Other Floor,,,0,0,,0,,,0,,0.0,Calculated Ventilation cfm,,3
Infiltration,,,0,0,,0,,,0,,0.0,Infiltration,,,0,0,,0,,,0,,0.0,Calculated Ventilation ACH,,0.36
Envelope Subtotal,,,0,99,,0,,,99,,-,Envelope Subtotal,,,0,-411,,0,,,-411,,-,Infiltration cfm,0
People,,,0,0,,0,,,0,,0.0,People,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),100
Lights,,,27,35,,0,,,63,,19.8,Lights,,,0,0,,0,,,0,,0.0
Miscellaneous Loads,,,61,33,,0,,,94,,29.9,Miscellaneous Loads,,,0,0,,0,,,0,,0.0,Areas
Internal Subtotal,,,88,69,,0,,,157,,-,Internal Subtotal,,,0,0,,0,,,0,,-, ft²
RA (All Other),,,0,0,,0,,,0,,0.0,RA (All Other),,,0,0,,0,,,0,,0.0
DOA Direct to Room,,,0,0,,-7,,,-7,,-2.1,DOA Direct to Room,,,15,0,,0,,,13,,-3.2,Roof,0
Ceiling,,,0,36,,0,,,36,,11.3,Ceiling,,,0,-19,,0,,,-19,,4.5,Other Roof,0
Refrigeration,,,0,0,,0,,,0,,0.0,Refrigeration,,,0,0,,0,,,0,,0.0,Ceiling,57
Service Water,,,0,0,,0,,,0,,0.0,Service Water,,,0,0,,0,,,0,,0.0,Window,0
HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,Door,0
Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0
Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Wall,88
Time Delay Correction,,,0,0,,0,,,0,,0.0,Time Delay Correction,,,0,-2,,0,,,-2,,0.4,Below-Grade Wall,0
Grand Total,,,88,203,,-7,,,285,,100.0,Grand Total,,,15,-432,,0,,,-418,,100.0,Other Wall,88
RA Sensible (Lights),,,31,0,,0,,,31,,-,RA Sensible (Lights),,,0,0,,0,,,0,,-,Partition,235
,,,,,,,,,,,,,,,,,,,,,,,,Exterior Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Internal Floor,0
,,,,,,,,,,,,,,,,,,,,,,,,Slab,57
Engineering Checks For Cooling,,,,,,,,,,,,Engineering Checks For Heating,,,,,,,,,,,,Other Floor,0
Cooling tons,,0.02,,No People(max),,,,,0.00,,,Heating Mbh,,-0.42,,No People(max),,,,,0.00
%OA,,18,,People per 1000 ft²,,,,,0,,,%OA,,18,,People per 1000 ft²,,,,,0
cfm/ft²,,0.29,,Volume (ft³),,,,,503.2,,,cfm/ft²,,0.34,,Volume (ft³),,,,,503.2
cfm/ton,,678.47,,,,,,,,,,cfm/Mbh,,-38.49
ft²/ton,,"1,988.48",,,,,,,,,,ft²/Mbh,,-112.78
Btu/h-ft²,,6.03,,,,,,,,,,Btu/h-ft²,,-8.87
ROOM_009C Apt Bath,,,,,,,,,,,,,,
Conditions at Time of Space Cooling Peak,,,,,,,,,,,,Conditions at Time of Space Heating Peak
,Peak Time (Mo/D/H:M),,,5/21 15:00:00,,,,,,,,,Peak Time (Mo/D/H:M),,,1/21 24:00:00
,Outside,DB / WB / HR,,80.2,°F,/,63.7,°F,/,65.6,gr/lb,,Outside,DB / WB / HR,,6.6,°F,/,4.0,°F,/,3.4,gr/lb
,Room,DB / RH / HR,,75.0,°F,/,48.4,%,/,65.5,gr/lb,,Room,DB / RH / HR,,70.0,°F,/,3.5,%,/,4.0,gr/lb
,Supply Air Dry Bulb Temp,,,55.0,°F,,,,,,,,Supply Air Dry Bulb Temp,,,95.0,°F,,,,,,,Cooling Airflows
,,,,,,,,,,,,,,,,,,,,,,,,Main Fan cfm,31
,,,,Time,,,,,,,Percent,,,,,Time,,,,,,,Percent,Cooling ACH,1.82
,,,Instant,Delay,,,,,,,of,,,,Instant,Delay,,,,,,,of,Sec Fan cfm,0
,,,Sensible,Sensible,,Latent,,,Total,,Total,,,,Sensible,Sensible,,Latent,,,Total,,Total,Input Ventilation cfm,0
,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),,,,(Btu/h),(Btu/h),,(Btu/h),,,(Btu/h),,(%),Calculated Ventilation cfm,,0
Roof,,,0,0,,0,,,0,,0.0,Roof,,,0,0,,0,,,0,,0.0,Calculated Ventilation ACH,,0.00
Other Roof,,,0,0,,0,,,0,,0.0,Other Roof,,,0,0,,0,,,0,,0.0,Infiltration cfm,5
Glass,,,0,0,,0,,,0,,0.0,Glass,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),0
Door,,,0,0,,0,,,0,,0.0,Door,,,0,0,,0,,,0,,0.0
Wall,,,0,0,,0,,,0,,0.0,Wall,,,0,0,,0,,,0,,0.0,Heating Airflows
Below-Grade Wall,,,0,0,,0,,,0,,0.0,Below-Grade Wall,,,0,0,,0,,,0,,0.0
Other Wall,,,0,0,,0,,,0,,0.0,Other Wall,,,0,0,,0,,,0,,0.0,Main Fan cfm,31
Partition,,,0,73,,0,,,73,,9.5,Partition,,,0,-115,,0,,,-115,,15.3,Heating ACH,1.82
Exterior Floor,,,0,0,,0,,,0,,0.0,Exterior Floor,,,0,0,,0,,,0,,0.0,Sec Fan cfm,0
Interior Floor,,,0,8,,0,,,8,,1.0,Interior Floor,,,0,1,,0,,,1,,-0.1,Input Ventilation cfm,0
Slab,,,0,1,,0,,,1,,0.1,Slab,,,0,-92,,0,,,-92,,12.3
Other Floor,,,0,0,,0,,,0,,0.0,Other Floor,,,0,0,,0,,,0,,0.0,Calculated Ventilation cfm,,0
Infiltration,,,27,0,,1,,,27,,3.6,Infiltration,,,-505,0,,0,,,-508,,67.9,Calculated Ventilation ACH,,0.00
Envelope Subtotal,,,27,82,,1,,,109,,-,Envelope Subtotal,,,-505,-205,,0,,,-714,,-,Infiltration cfm,7
People,,,9,10,,14,,,32,,4.2,People,,,0,0,,0,,,0,,0.0,Min Stop/RH (%),0
Lights,,,86,108,,0,,,195,,25.3,Lights,,,0,0,,0,,,0,,0.0
Miscellaneous Loads,,,196,106,,0,,,302,,39.2,Miscellaneous Loads,,,0,0,,0,,,0,,0.0,Areas
Internal Subtotal,,,291,224,,14,,,529,,-,Internal Subtotal,,,0,0,,0,,,0,,-, ft²
RA (All Other),,,0,0,,0,,,0,,0.0,RA (All Other),,,0,0,,0,,,0,,0.0,Roof,0
DOA Direct to Room,,,0,0,,0,,,0,,0.0,DOA Direct to Room,,,0,0,,0,,,0,,0.0
Ceiling,,,0,33,,0,,,33,,4.3,Ceiling,,,0,-34,,0,,,-34,,4.6,Other Roof,0
Refrigeration,,,0,0,,0,,,0,,0.0,Refrigeration,,,0,0,,0,,,0,,0.0,Ceiling,110
Service Water,,,0,0,,0,,,0,,0.0,Service Water,,,0,0,,0,,,0,,0.0,Window,0
HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,HVAC Equipment Losses,,,0,0,,0,,,0,,0.0,Door,0
Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0,Adj Air Transfer Heat,,,0,0,,0,,,0,,0.0
Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Sizing Factor Correction,,,0,0,,0,,,0,,0.0,Wall,0
Time Delay Correction,,,0,0,,0,,,0,,0.0,Time Delay Correction,,,0,0,,0,,,0,,0.1,Below-Grade Wall,0
Grand Total,,,318,339,,14,,,671,,100.0,Grand Total,,,-505,-240,,0,,,-748,,100.0,Other Wall,0
